fused,gyro,mag
-0.008869,-0.305979,0.045834
-0.01309,-0.307398,-0.15037
-0.010708,-0.307426,0.107387
-0.009604,-0.307454,0.045834
-0.008523,-0.307482,0.045834
-0.007463,-0.307509,0.045834
-0.010348,-0.307537,-0.15037
-0.009252,-0.307565,0.045834
-0.009244,-0.308984,0.060669
-0.012094,-0.309012,-0.15037
-0.010963,-0.30904,0.045834
-0.014988,-0.309068,-0.210859
-0.015021,-0.309096,-0.015283
-0.012171,-0.307732,0.060669
-0.011038,-0.30776,0.045834
-0.008565,-0.306396,0.045834
-0.007504,-0.306424,0.045834
-0.010389,-0.306452,-0.15037
-0.008698,-0.30648,0.075504
-0.007635,-0.306508,0.045834
-0.006593,-0.306536,0.045834
-0.005571,-0.306563,0.045834
-0.008495,-0.306591,-0.15037
-0.012723,-0.30801,-0.15037
-0.01414,-0.306647,-0.15037
-0.012671,-0.306675,0.060669
-0.016815,-0.308094,-0.15037
-0.016812,-0.308122,-0.015283
-0.014223,-0.306758,0.045834
-0.013049,-0.306786,0.045834
-0.017186,-0.308205,-0.15037
-0.019877,-0.308233,-0.15037
-0.019954,-0.309652,0.045834
-0.018665,-0.30968,0.045834
-0.013486,-0.309708,0.241669
-0.012327,-0.309736,0.045834
-0.013454,-0.308372,-0.135501
-0.014881,-0.309791,-0.015283
-0.013694,-0.309819,0.045834
-0.017819,-0.311238,-0.15037
-0.016573,-0.311266,0.045834
-0.016574,-0.311294,-0.015283
-0.015353,-0.311322,0.045834
-0.015379,-0.31135,-0.015283
-0.018106,-0.311377,-0.15037
-0.016558,-0.311405,0.060669
-0.014744,-0.311433,0.075504
-0.012329,-0.311461,0.107387
-0.010896,-0.311489,0.060669
-0.009789,-0.311517,0.045834
-0.008407,-0.311544,0.060669
-0.005986,-0.310181,0.045834
-0.008901,-0.310209,-0.15037
-0.009056,-0.310237,-0.015283
-0.009349,-0.311656,0.045834
-0.012196,-0.311684,-0.15037
-0.011063,-0.311711,0.045834
-0.008721,-0.311739,0.107387
-0.007658,-0.311767,0.045834
-0.006615,-0.311795,0.045834
-0.005593,-0.311823,0.045834
-0.008516,-0.311851,-0.15037
-0.007456,-0.311878,0.045834
-0.007485,-0.313298,0.060669
-0.011733,-0.314717,-0.15037
-0.011973,-0.316136,0.045834
-0.012207,-0.317555,0.045834
-0.010932,-0.316191,-0.015283
-0.009824,-0.316219,0.045834
-0.008739,-0.316247,0.045834
-0.006608,-0.314884,0.030998
-0.005586,-0.314911,0.045834
-0.004585,-0.314939,0.045834
-0.003604,-0.314967,0.045834
-0.002049,-0.314995,0.075504
-0.001119,-0.315023,0.045834
-0.000207,-0.315051,0.045834
-0.000536,-0.315078,-0.015283
0.000365,-0.315106,0.045834
0.001247,-0.315134,0.045834
0.002111,-0.315162,0.045834
0.002958,-0.31519,0.045834
0.002425,-0.316609,0.045834
0.003266,-0.316637,0.045834
0.000166,-0.316665,-0.15037
0.001052,-0.316692,0.045834
0.003284,-0.315329,0.045834
0.008024,-0.315357,0.241669
0.004829,-0.315385,-0.15037
0.005622,-0.315412,0.045834
0.002475,-0.31544,-0.15037
-0.001973,-0.316859,-0.15037
-0.001044,-0.316887,0.045834
-0.003904,-0.315524,-0.210859
-0.002937,-0.315552,0.045834
-0.003211,-0.315579,-0.015283
-0.002257,-0.315607,0.045834
-0.001323,-0.315635,0.045834
-0.00177,-0.317054,0.045834
0.000518,-0.315691,0.045834
5.5e-05,-0.314327,-0.089459
0.00124,-0.314355,0.060669
0.001178,-0.314383,-0.000489
0.002044,-0.314411,0.045834
0.003033,-0.313047,-0.015283
0.001302,-0.311684,-0.15037
0.003528,-0.31032,0.045834
0.003125,-0.310348,-0.015283
2.8e-05,-0.310376,-0.15037
-1e-05,-0.310404,-0.000489
0.00088,-0.310432,0.045834
-0.000954,-0.310459,-0.089459
0.001318,-0.309096,0.045834
0.002181,-0.309124,0.045834
0.00439,-0.30776,0.045834
0.006423,-0.307788,0.107387
0.007184,-0.307816,0.045834
0.008226,-0.307844,0.060669
0.007587,-0.309263,0.045834
0.012242,-0.309291,0.241669
0.012886,-0.309319,0.045834
0.014881,-0.307955,0.045834
0.016837,-0.306592,0.045834
0.013465,-0.30662,-0.15037
0.012863,-0.306647,-0.015283
0.012132,-0.308066,0.045834
0.012778,-0.308094,0.045834
0.013412,-0.308122,0.045834
0.0089,-0.30815,-0.210859
0.009314,-0.308178,0.030998
0.005027,-0.309597,-0.135501
0.003256,-0.308233,-0.15037
0.002716,-0.309653,0.045834
0.003848,-0.30968,0.060669
0.004661,-0.309708,0.045834
0.002751,-0.309736,-0.089459
-0.001702,-0.311155,-0.15037
-0.000779,-0.311183,0.045834
0.000126,-0.311211,0.045834
-0.001573,-0.31263,-0.015283
-0.000355,-0.312658,0.060669
-0.000681,-0.312686,-0.015283
0.000222,-0.312714,0.045834
-0.002817,-0.312741,-0.15037
-0.005795,-0.312769,-0.15037
-0.007351,-0.311406,-0.15037
-0.006018,-0.311434,0.060669
-0.005008,-0.311461,0.045834
-0.004018,-0.311489,0.045834
-0.004412,-0.312908,0.045834
-0.004501,-0.314327,0.060669
-0.003522,-0.314355,0.045834
-0.003925,-0.315774,0.045834
-0.006882,-0.315802,-0.15037
-0.005855,-0.31583,0.045834
-0.006212,-0.317249,0.045834
-0.009122,-0.317277,-0.15037
-0.011974,-0.317305,-0.15037
-0.010549,-0.317333,0.060669
-0.009448,-0.317361,0.045834
-0.011997,-0.317388,-0.135501
-0.013428,-0.316025,-0.15037
-0.013492,-0.316053,-0.015283
-0.013696,-0.317472,0.045834
-0.012533,-0.3175,0.045834
-0.011393,-0.317528,0.045834
-0.011498,-0.317555,-0.015283
-0.012669,-0.318975,-0.000489
-0.01545,-0.319002,-0.15037
-0.015615,-0.320421,0.045834
-0.019701,-0.321841,-0.15037
-0.018418,-0.321868,0.045834
-0.022294,-0.321896,-0.210859
-0.020958,-0.321924,0.045834
-0.02221,-0.320561,-0.15037
-0.015597,-0.319197,0.241669
-0.016981,-0.320616,-0.015283
-0.016678,-0.320644,-0.000489
-0.018016,-0.319281,-0.15037
-0.015535,-0.319308,0.107387
-0.014335,-0.319336,0.045834
-0.011499,-0.317973,0.060669
-0.005099,-0.316609,0.241669
-0.004108,-0.316637,0.045834
-0.0045,-0.318056,0.045834
-0.004884,-0.319475,0.045834
-0.0036,-0.319503,0.060669
-0.00111,-0.319531,0.122263
9.8e-05,-0.319559,0.060669
-0.002939,-0.319587,-0.15037
-0.000627,-0.318223,0.045834
0.000275,-0.318251,0.045834
0.001456,-0.318279,0.060669
-0.000245,-0.316915,-0.15037
0.00065,-0.316943,0.045834
-0.00118,-0.316971,-0.089459
-0.000267,-0.316999,0.045834
-0.000594,-0.317027,-0.015283
-0.001057,-0.318446,0.045834
0.001217,-0.317082,0.045834
0.002082,-0.31711,0.045834
0.00293,-0.317138,0.045834
0.005124,-0.315775,0.045834
0.000624,-0.317194,-0.15037
0.000278,-0.317222,-0.015283
0.002393,-0.317249,0.107387
0.004598,-0.315886,0.045834
0.006759,-0.314522,0.045834
0.007513,-0.31455,0.045834
0.00703,-0.314578,-0.015283
0.003855,-0.314606,-0.15037
0.003445,-0.314634,-0.015283
0.004265,-0.314662,0.045834
0.008046,-0.314689,0.19467
0.004851,-0.314717,-0.15037
0.005643,-0.314745,0.045834
0.00642,-0.314773,0.045834
0.008544,-0.313409,0.045834
0.005339,-0.313437,-0.15037
0.004758,-0.314856,0.045834
0.005552,-0.314884,0.045834
0.001196,-0.314912,-0.210859
-0.001862,-0.31494,-0.15037
-0.000936,-0.314968,0.045834
-2.7e-05,-0.314996,0.045834
0.000863,-0.315023,0.045834
0.001735,-0.315051,0.045834
0.002731,-0.313688,-0.015283
0.003565,-0.313716,0.045834
-0.00075,-0.313743,-0.210859
-0.00498,-0.313771,-0.210859
-0.003991,-0.313799,0.045834
-0.002725,-0.313827,0.060669
-0.004342,-0.312463,-0.15037
-0.003365,-0.312491,0.045834
-0.000749,-0.311128,0.060669
0.001519,-0.309764,0.045834
0.003609,-0.309792,0.107387
0.004568,-0.308429,-0.015283
0.005366,-0.308457,0.045834
0.006445,-0.308484,0.060669
0.007205,-0.308512,0.045834
0.00296,-0.309931,-0.135501
0.00379,-0.309959,0.045834
0.004604,-0.309987,0.045834
0.006765,-0.308624,0.045834
0.003595,-0.308651,-0.15037
-0.000721,-0.308679,-0.210859
-0.00104,-0.308707,-0.015283
-0.00269,-0.307344,-0.15037
-0.004308,-0.30598,-0.15037
-0.001969,-0.304617,0.045834
-0.003601,-0.303253,-0.15037
0.002937,-0.30189,0.256463
0.003635,-0.303309,0.107387
0.003088,-0.304728,0.045834
0.000289,-0.304756,-0.135501
-0.001859,-0.304784,-0.105763
-0.003493,-0.30342,-0.15037
-0.006458,-0.303448,-0.15037
-0.005143,-0.303476,0.060669
-0.002787,-0.302112,0.045834
-0.005766,-0.30214,-0.15037
-0.003398,-0.300777,0.045834
0.001476,-0.300804,0.241669
-0.001588,-0.300832,-0.15037
-0.007164,-0.302251,-0.210859
-0.004768,-0.300888,0.045834
-0.003642,-0.299524,-0.015283
-0.00268,-0.299552,0.045834
-0.001595,-0.298189,-0.015283
-0.001896,-0.298217,-0.015283
-0.004893,-0.298244,-0.15037
-0.005269,-0.299664,0.045834
-0.004275,-0.299691,0.045834
-0.006926,-0.299719,-0.135501
-0.007121,-0.299747,-0.015283
-0.007311,-0.299775,-0.015283
-0.006276,-0.299803,0.045834
-0.006483,-0.299831,-0.015283
-0.009388,-0.299858,-0.15037
-0.008014,-0.299886,0.060669
-0.005601,-0.298523,0.045834
-0.008524,-0.298551,-0.15037
-0.007464,-0.298578,0.045834
-0.004897,-0.298606,0.122263
-0.003909,-0.298634,0.045834
-0.006712,-0.297271,-0.210859
-0.005985,-0.297298,0.030998
-0.003613,-0.295935,0.045834
-0.002948,-0.295963,0.030998
-0.002926,-0.295991,-0.000489
-0.001978,-0.296018,0.045834
-0.001049,-0.296046,0.045834
-0.001502,-0.297465,0.045834
-0.001805,-0.297493,-0.015283
-0.000583,-0.297521,0.060669
-0.003606,-0.297549,-0.15037
-0.002644,-0.297577,0.045834
-0.001702,-0.297605,0.045834
0.003138,-0.297632,0.241669
0.005328,-0.296269,0.045834
0.006111,-0.296297,0.045834
0.006878,-0.296325,0.045834
0.003706,-0.296352,-0.15037
-0.000766,-0.297772,-0.15037
0.000139,-0.297799,0.045834
0.001025,-0.297827,0.045834
0.003258,-0.296464,0.045834
0.004082,-0.296492,0.045834
0.006253,-0.295128,0.045834
0.005795,-0.295156,-0.015283
0.011729,-0.295184,0.303851
0.01268,-0.295212,0.060669
0.01073,-0.296631,-0.015283
0.007481,-0.296659,-0.15037
0.00566,-0.295295,-0.15037
0.006437,-0.295323,0.045834
0.007197,-0.295351,0.045834
0.004019,-0.295379,-0.15037
0.002242,-0.296798,-0.015283
0.003086,-0.296826,0.045834
0.001624,-0.298245,-0.000489
0.002481,-0.298273,0.045834
-0.000603,-0.2983,-0.15037
0.000298,-0.298328,0.045834
0.002545,-0.296965,0.045834
0.00202,-0.298384,0.045834
-0.001055,-0.298412,-0.15037
-0.000144,-0.29844,0.045834
-0.003176,-0.298467,-0.15037
-0.001927,-0.298495,0.060669
-0.000702,-0.298523,0.060669
0.000498,-0.298551,0.060669
0.001674,-0.298579,0.060669
0.00253,-0.298607,0.045834
0.003369,-0.298634,0.045834
0.005554,-0.297271,0.045834
0.006333,-0.297299,0.045834
0.007237,-0.295935,-0.015283
0.007981,-0.295963,0.045834
0.008711,-0.295991,0.045834
0.009426,-0.296019,0.045834
0.010268,-0.294655,-0.015283
0.009589,-0.296074,0.045834
0.010583,-0.296102,0.060669
0.011698,-0.294739,-0.000489
0.012353,-0.294767,0.045834
0.009072,-0.294794,-0.15037
0.006009,-0.293431,-0.210859
0.002854,-0.293459,-0.15037
0.003687,-0.293487,0.045834
0.000578,-0.293514,-0.15037
0.001456,-0.293542,0.045834
0.002613,-0.29357,0.060669
0.002228,-0.293598,-0.015283
0.004436,-0.292234,0.045834
0.005237,-0.292262,0.045834
0.006022,-0.29229,0.045834
0.005864,-0.292318,-0.000489
0.004076,-0.290954,-0.15037
0.007437,-0.292374,0.241669
0.008177,-0.292401,0.045834
0.00754,-0.293821,0.045834
0.002991,-0.29524,-0.15037
0.00382,-0.295267,0.045834
0.003411,-0.295295,-0.015283
0.004232,-0.295323,0.045834
0.005037,-0.295351,0.045834
0.004603,-0.295379,-0.015283
0.002815,-0.296798,-0.015283
0.003648,-0.296826,0.045834
0.004464,-0.296854,0.045834
0.004042,-0.296881,-0.015283
0.004851,-0.296909,0.045834
0.005643,-0.296937,0.045834
0.002793,-0.296965,-0.135501
0.003627,-0.296993,0.045834
0.004443,-0.297021,0.045834
0.00388,-0.29844,0.045834
0.004692,-0.298468,0.045834
0.004124,-0.299887,0.045834
0.005096,-0.301306,0.122263
0.00452,-0.302725,0.045834
0.007573,-0.301362,0.090325
0.008748,-0.299998,-0.000489
0.009462,-0.300026,0.045834
0.010162,-0.300054,0.045834
0.009485,-0.301473,0.045834
0.010481,-0.301501,0.060669
0.011161,-0.301528,0.045834
0.006837,-0.302948,-0.135501
0.00759,-0.302975,0.045834
0.003337,-0.304395,-0.135501
0.00416,-0.304422,0.045834
0.005263,-0.30445,0.060669
0.007707,-0.303087,0.060669
0.006782,-0.304506,0.030998
0.006172,-0.305925,0.045834
0.001651,-0.307344,-0.15037
0.001144,-0.308763,0.045834
-0.001914,-0.308791,-0.15037
-0.000986,-0.308819,0.045834
-7.7e-05,-0.308847,0.045834
-0.00311,-0.308875,-0.15037
-0.003225,-0.310294,0.060669
-0.003494,-0.310322,-0.015283
-0.006459,-0.310349,-0.15037
-0.00544,-0.310377,0.045834
-0.008366,-0.310405,-0.15037
-0.010936,-0.310433,-0.135501
-0.009531,-0.310461,0.060669
-0.007858,-0.310489,0.075504
-0.008033,-0.310516,-0.015283
-0.008206,-0.310544,-0.015283
-0.008516,-0.311963,0.045834
-0.007456,-0.311991,0.045834
-0.001137,-0.310628,0.241669
-0.000225,-0.310656,0.045834
-0.000695,-0.312075,0.045834
-0.000858,-0.313494,0.060669
4.8e-05,-0.313522,0.045834
0.00064,-0.313549,0.030998
0.000153,-0.314969,0.045834
0.00104,-0.314996,0.045834
0.000545,-0.316416,0.045834
0.00172,-0.316443,0.060669
0.002575,-0.316471,0.045834
0.003413,-0.316499,0.045834
0.004234,-0.316527,0.045834
0.003816,-0.316555,-0.015283
0.004771,-0.315191,-0.015283
0.005565,-0.315219,0.045834
0.006343,-0.315247,0.045834
0.005883,-0.315275,-0.015283
0.004069,-0.316694,-0.015283
0.004877,-0.316722,0.045834
0.005669,-0.31675,0.045834
0.006741,-0.316777,0.060669
0.009156,-0.315414,0.060669
0.010456,-0.315442,0.075504
0.012367,-0.31547,0.107387
0.007875,-0.315497,-0.210859
0.008607,-0.315525,0.045834
0.009325,-0.315553,0.045834
0.010028,-0.315581,0.045834
0.010716,-0.315609,0.045834
0.007467,-0.315637,-0.15037
0.006689,-0.315664,-0.030077
0.007445,-0.315692,0.045834
0.007259,-0.31572,-0.000489
0.005443,-0.314357,-0.15037
0.002299,-0.314384,-0.15037
0.003439,-0.314412,0.060669
0.00426,-0.31444,0.045834
0.005064,-0.314468,0.045834
0.005852,-0.314496,0.045834
0.006624,-0.314524,0.045834
0.003457,-0.314551,-0.15037
0.002914,-0.315971,0.045834
0.003745,-0.315998,0.045834
0.005923,-0.314635,0.045834
0.004133,-0.313271,-0.15037
0.001016,-0.313299,-0.15037
0.003249,-0.311936,0.045834
-0.001214,-0.313355,-0.15037
-0.000301,-0.313383,0.045834
0.000891,-0.313411,0.060669
0.000993,-0.31483,0.075504
0.001862,-0.314858,0.045834
0.004078,-0.313494,0.045834
0.004886,-0.313522,0.045834
0.005678,-0.31355,0.045834
0.006453,-0.313578,0.045834
0.007214,-0.313605,0.045834
0.007959,-0.313633,0.045834
0.007467,-0.313661,-0.015283
0.008207,-0.313689,0.045834
0.010461,-0.313717,0.122263
0.009919,-0.313745,-0.015283
0.01061,-0.313772,0.045834
0.01099,-0.3138,0.030998
0.01166,-0.313828,0.045834
0.008392,-0.313856,-0.15037
0.00775,-0.315275,0.045834
0.008484,-0.315303,0.045834
0.00528,-0.315331,-0.15037
0.002437,-0.315359,-0.135501
0.000692,-0.316778,-0.015283
0.001567,-0.316806,0.045834
-0.001499,-0.316833,-0.15037
-0.004503,-0.316861,-0.15037
-0.004887,-0.31828,0.045834
-0.0039,-0.318308,0.045834
-0.001569,-0.316945,0.045834
-0.000649,-0.316973,0.045834
0.004762,-0.317,0.27125
0.005556,-0.317028,0.045834
0.006631,-0.317056,0.060669
0.007388,-0.317084,0.045834
0.00813,-0.317112,0.045834
0.007493,-0.318531,0.045834
0.008529,-0.318559,0.060669
0.009248,-0.318586,0.045834
0.004819,-0.318614,-0.210859
0.005612,-0.318642,0.045834
0.006389,-0.31867,0.045834
0.007151,-0.318698,0.045834
0.007897,-0.318726,0.045834
0.007265,-0.320145,0.045834
0.00815,-0.318781,-0.015283
0.008877,-0.318809,0.045834
0.009588,-0.318837,0.045834
0.010286,-0.318865,0.045834
0.012333,-0.317501,0.045834
0.007842,-0.317529,-0.210859
0.008575,-0.317557,0.045834
0.013209,-0.317585,0.241669
0.013834,-0.317613,0.045834
0.01415,-0.317641,0.030998
0.014757,-0.317668,0.045834
0.016715,-0.316305,0.045834
0.01727,-0.316333,0.045834
0.01645,-0.317752,0.045834
0.012318,-0.319171,-0.120632
0.012961,-0.319199,0.045834
0.012228,-0.320618,0.045834
0.012872,-0.320646,0.045834
0.014735,-0.320674,0.107387
0.016859,-0.320701,0.122263
0.017411,-0.320729,0.045834
0.017952,-0.320757,0.045834
0.018779,-0.320785,0.060669
0.020953,-0.319421,0.060669
0.021861,-0.318058,-0.000489
0.022609,-0.318086,0.060669
0.023343,-0.318114,0.060669
0.019842,-0.318141,-0.15037
0.01641,-0.318169,-0.15037
0.015608,-0.319588,0.045834
0.016185,-0.319616,0.045834
0.015684,-0.321035,0.060669
0.01626,-0.321063,0.045834
0.0129,-0.321091,-0.15037
0.009607,-0.321119,-0.15037
0.010601,-0.321147,0.060669
0.011279,-0.321175,0.045834
0.011943,-0.321202,0.045834
0.007306,-0.322622,-0.15037
0.008049,-0.322649,0.045834
0.008777,-0.322677,0.045834
0.008269,-0.322705,-0.015283
0.005816,-0.321342,-0.181202
0.006589,-0.321369,0.045834
0.005983,-0.322789,0.045834
0.005389,-0.324208,0.045834
0.006467,-0.324235,0.060669
0.008591,-0.322872,0.045834
0.006748,-0.321508,-0.15037
0.006436,-0.322928,0.060669
0.007493,-0.322955,0.060669
0.009464,-0.322983,0.107387
0.007603,-0.32162,-0.15037
0.00834,-0.321648,0.045834
0.009063,-0.321675,0.045834
0.005847,-0.321703,-0.15037
0.00662,-0.321731,0.045834
0.002539,-0.321759,-0.19603
0.003378,-0.321787,0.045834
0.0042,-0.321815,0.045834
0.003642,-0.323234,0.045834
0.004458,-0.323262,0.045834
0.006622,-0.321898,0.045834
0.007379,-0.321926,0.045834
0.009484,-0.320562,0.045834
0.010481,-0.32059,0.060669
0.01116,-0.320618,0.045834
0.009266,-0.319255,-0.15037
0.00997,-0.319283,0.045834
0.01066,-0.31931,0.045834
0.009073,-0.317947,-0.135501
0.004493,-0.319366,-0.15037
0.006656,-0.318002,0.045834
0.007413,-0.31803,0.045834
0.009385,-0.318058,0.107387
0.010087,-0.318086,0.045834
0.009411,-0.319505,0.045834
0.006188,-0.319533,-0.15037
0.006954,-0.319561,0.045834
0.004077,-0.319589,-0.135501
-0.000402,-0.321008,-0.15037
0.001858,-0.319644,0.045834
-0.002577,-0.321063,-0.15037
-0.002999,-0.322483,0.045834
-0.00205,-0.32251,0.045834
-0.000823,-0.322538,0.060669
0.004,-0.322566,0.241669
0.003587,-0.322594,-0.015283
0.003182,-0.322622,-0.015283
8.4e-05,-0.32265,-0.15037
0.000971,-0.322677,0.045834
0.000915,-0.322705,-0.000489
0.001786,-0.322733,0.045834
0.005234,-0.32137,0.107387
0.004656,-0.322789,0.045834
0.005452,-0.322817,0.045834
0.006232,-0.322844,0.045834
0.001709,-0.324263,-0.15037
-0.000162,-0.327074,0.045834
-0.003491,-0.327102,-0.165253
-0.003896,-0.328521,0.045834
-0.006852,-0.328549,-0.15037
-0.004463,-0.327185,0.045834
-0.004847,-0.328604,0.045834
-0.005083,-0.328632,-0.015283
-0.004092,-0.32866,0.045834
-0.002824,-0.328688,0.060669
-0.002175,-0.328716,0.030998
-0.002902,-0.330135,0.030998
-0.001955,-0.330163,0.045834
-0.00239,-0.331582,0.045834
-0.005674,-0.33161,-0.165253
-0.004672,-0.331637,0.045834
-0.003689,-0.331665,0.045834
-0.002726,-0.331693,0.045834
-0.001782,-0.331721,0.045834
-0.000857,-0.331749,0.045834
-0.001172,-0.331777,-0.015283
-0.00026,-0.331804,0.045834
-0.000728,-0.333224,0.045834
0.000175,-0.333251,0.045834
0.001061,-0.333279,0.045834
0.003161,-0.333307,0.107387
0.004284,-0.333335,0.060669
0.003865,-0.333363,-0.015283
0.004677,-0.333391,0.045834
0.00577,-0.333418,0.060669
0.006544,-0.333446,0.045834
0.001101,-0.334865,-0.19603
0.001836,-0.336285,0.107387
0.002689,-0.336312,0.045834
0.002302,-0.33634,-0.015283
0.005995,-0.337759,0.256463
0.006764,-0.337787,0.045834
0.007518,-0.337815,0.045834
0.004631,-0.337843,-0.135501
0.005724,-0.337871,0.060669
0.006499,-0.337899,0.045834
0.008622,-0.336535,0.045834
0.008117,-0.336563,-0.015283
0.008844,-0.336591,0.045834
0.006996,-0.335227,-0.15037
0.007745,-0.335255,0.045834
0.00848,-0.335283,0.045834
0.009496,-0.335311,0.060669
0.008832,-0.33673,0.045834
0.009545,-0.336758,0.045834
0.011474,-0.336786,0.107387
0.013498,-0.335422,0.045834
0.010193,-0.33545,-0.15037
0.010879,-0.335478,0.045834
0.011551,-0.335506,0.045834
0.015101,-0.334142,0.122263
0.015688,-0.33417,0.045834
0.012935,-0.334198,-0.120632
0.013269,-0.334226,0.030998
0.012529,-0.335645,0.045834
0.006671,-0.337064,-0.210859
0.007568,-0.3357,-0.015283
0.009669,-0.334337,0.045834
0.010365,-0.334365,0.045834
0.009684,-0.335784,0.045834
0.009016,-0.337203,0.045834
0.005801,-0.337231,-0.15037
0.006575,-0.337259,0.045834
0.007333,-0.337286,0.045834
0.006853,-0.337314,-0.015283
0.007605,-0.337342,0.045834
0.009706,-0.335979,0.045834
0.009179,-0.336006,-0.015283
0.009885,-0.336034,0.045834
0.010577,-0.336062,0.045834
0.011551,-0.33609,0.060669
0.010846,-0.337509,0.045834
0.011519,-0.337537,0.045834
0.012178,-0.337565,0.045834
0.012823,-0.337593,0.045834
0.012234,-0.33762,-0.015283
0.007448,-0.337648,-0.225694
0.004265,-0.337676,-0.15037
0.005069,-0.337704,0.045834
0.000723,-0.337732,-0.210859
0.002191,-0.33776,0.075504
0.001694,-0.336396,-0.089459
-0.002584,-0.336424,-0.210859
-0.001346,-0.336452,0.060669
-0.001652,-0.33648,-0.015283
-0.00073,-0.336507,0.045834
0.001405,-0.336535,0.107387
0.000903,-0.337954,0.045834
0.001774,-0.337982,0.045834
0.002628,-0.33801,0.045834
-0.001822,-0.339429,-0.15037
-0.000896,-0.339457,0.045834
0.001374,-0.338094,0.045834
0.0036,-0.33673,0.045834
0.004417,-0.336758,0.045834
0.005218,-0.336786,0.045834
0.008556,-0.338205,0.241669
0.009275,-0.338233,0.045834
0.009979,-0.338261,0.045834
0.012032,-0.336897,0.045834
0.011317,-0.338316,0.045834
0.01198,-0.338344,0.045834
0.011408,-0.338372,-0.015283
0.0133,-0.3384,0.107387
0.013923,-0.338428,0.045834
0.01061,-0.338455,-0.15037
0.007363,-0.338483,-0.15037
0.008106,-0.338511,0.045834
0.008202,-0.338539,0.014292
0.007705,-0.338567,-0.015283
0.011417,-0.338595,0.19467
0.010856,-0.338622,-0.015283
0.007604,-0.33865,-0.15037
0.009705,-0.337287,0.045834
0.009178,-0.337315,-0.015283
0.009884,-0.337342,0.045834
0.010575,-0.33737,0.045834
0.008667,-0.338789,-0.015283
0.009383,-0.338817,0.045834
0.011745,-0.337454,0.060669
0.011178,-0.337482,-0.015283
0.008217,-0.337509,-0.135501
0.008942,-0.337537,0.045834
0.011016,-0.336174,0.045834
0.010321,-0.337593,0.045834
0.011004,-0.337621,0.045834
0.014268,-0.336257,0.107387
0.014872,-0.336285,0.045834
0.016828,-0.334922,0.045834
0.016158,-0.334949,-0.015283
0.011591,-0.334977,-0.210859
0.009958,-0.336396,-0.000489
0.010649,-0.336424,0.045834
0.012688,-0.335061,0.045834
0.008037,-0.33648,-0.15037
0.009062,-0.336508,0.060669
0.01143,-0.335144,0.060669
0.008167,-0.335172,-0.15037
0.004969,-0.3352,-0.15037
0.004537,-0.335228,-0.015283
0.005632,-0.335256,0.060669
0.006409,-0.335283,0.045834
0.005806,-0.336702,0.045834
0.005357,-0.33673,-0.015283
0.005213,-0.336758,-0.000489
0.005998,-0.336786,0.045834
0.006768,-0.336814,0.045834
0.005862,-0.338233,0.030998
0.006634,-0.338261,0.045834
0.007391,-0.338289,0.045834
0.008132,-0.338316,0.045834
0.008859,-0.338344,0.045834
0.010935,-0.336981,0.045834
0.011605,-0.337009,0.045834
0.012263,-0.337036,0.045834
0.010321,-0.338456,-0.015283
0.012664,-0.337092,0.060669
0.014531,-0.33712,0.107387
0.011206,-0.337148,-0.15037
0.011871,-0.337176,0.045834
0.011301,-0.337203,-0.015283
0.010742,-0.337231,-0.015283
0.011417,-0.337259,0.045834
0.012078,-0.337287,0.045834
0.012725,-0.337315,0.045834
0.013657,-0.337343,0.060669
0.014273,-0.33737,0.045834
0.015174,-0.337398,0.060669
0.01576,-0.337426,0.045834
0.020251,-0.337454,0.241669
0.019809,-0.337482,-0.000489
0.015014,-0.338901,-0.15037
0.011679,-0.338929,-0.15037
0.012632,-0.338957,0.060669
0.014632,-0.337593,0.045834
0.014007,-0.337621,-0.015283
0.014616,-0.337649,0.045834
0.015213,-0.337677,0.045834
0.015798,-0.337704,0.045834
0.018032,-0.336341,0.060669
0.01856,-0.336369,0.045834
0.017715,-0.337788,0.045834
0.01825,-0.337816,0.045834
0.018775,-0.337844,0.045834
0.015662,-0.337871,-0.135501
0.016238,-0.337899,0.045834
0.019397,-0.336536,0.107387
0.019899,-0.336564,0.045834
0.023117,-0.333809,0.045834
0.023841,-0.333837,0.060669
0.020329,-0.333865,-0.15037
0.020812,-0.333892,0.045834
0.020219,-0.335312,0.060669
0.019481,-0.335339,-0.015283
0.022368,-0.335367,0.165164
0.02281,-0.335395,0.045834
0.019319,-0.335423,-0.15037
0.019689,-0.336842,0.107387
0.017624,-0.335478,-0.15037
0.014237,-0.335506,-0.15037
0.013478,-0.336925,0.045834
0.014098,-0.336953,0.045834
0.013342,-0.338372,0.045834
0.013965,-0.3384,0.045834
0.013211,-0.339819,0.045834
0.013837,-0.339847,0.045834
0.013086,-0.341266,0.045834
0.013713,-0.341294,0.045834
0.010405,-0.341322,-0.15037
0.011086,-0.34135,0.045834
0.011753,-0.341378,0.045834
0.012408,-0.341406,0.045834
0.013049,-0.341433,0.045834
0.012751,-0.341461,-0.000489
0.009461,-0.341489,-0.15037
0.008798,-0.342908,0.045834
0.010875,-0.341545,0.045834
0.007623,-0.341572,-0.15037
0.006996,-0.342992,0.045834
0.007887,-0.341628,-0.015283
0.006355,-0.340265,-0.135501
0.007118,-0.340292,0.045834
0.009228,-0.338929,0.045834
0.009933,-0.338957,0.045834
0.00549,-0.338985,-0.210859
0.003564,-0.339013,-0.089459
0.005745,-0.337649,0.045834
