roll,xy_angle
0.002767,1.000284
0.002778,1.032379
0.002767,1.000284
0.002767,1.013825
-0.00119,1.000284
-0.001181,0.981856
0.006719,0.764475
0.002778,0.764475
0.002778,0.968188
0.002767,1.235956
-0.005138,0.764475
-0.00119,1.000284
0.002767,1.000284
0.002778,1.018857
-0.005138,0.968188
-0.00119,1.032379
-0.0012,1.000284
