x,y,z
0.45,-0.221212,-0.074242
0.468182,-0.198485,-0.078788
0.477273,-0.189394,-0.081818
0.489394,-0.169697,-0.084848
0.493939,-0.165152,-0.084848
0.504545,-0.151515,-0.084848
0.506061,-0.14697,-0.083333
0.507576,-0.140909,-0.081818
0.507576,-0.140909,-0.081818
0.507576,-0.142424,-0.077273
0.506061,-0.143939,-0.077273
0.5,-0.156061,-0.074242
0.495455,-0.162121,-0.069697
0.481818,-0.180303,-0.068182
0.465152,-0.201515,-0.063636
0.454545,-0.215152,-0.059091
0.425758,-0.237879,-0.05303
0.409091,-0.25303,-0.05
0.371212,-0.278788,-0.040909
0.348485,-0.289394,-0.037879
0.3,-0.310606,-0.027273
0.274242,-0.318182,-0.021212
0.215152,-0.331818,-0.009091
0.183333,-0.334848,-0.001515
0.116667,-0.334848,0.015152
0.042424,-0.325758,0.036364
0.004545,-0.316667,0.048485
-0.072727,-0.292424,0.066667
-0.110606,-0.274242,0.077273
-0.187879,-0.233333,0.090909
-0.224242,-0.207576,0.09697
-0.292424,-0.15303,0.10303
-0.324242,-0.124242,0.1
-0.378788,-0.065152,0.092424
-0.40303,-0.034848,0.083333
-0.440909,0.022727,0.062121
-0.463636,0.072727,0.036364
-0.474242,0.092424,0.025758
-0.484848,0.134848,0.010606
-0.489394,0.14697,0.006061
-0.493939,0.174242,-0.00303
-0.495455,0.186364,-0.007576
-0.495455,0.204545,-0.013636
-0.495455,0.213636,-0.016667
-0.49697,0.227273,-0.021212
-0.49697,0.231818,-0.022727
-0.495455,0.240909,-0.024242
-0.493939,0.25,-0.022727
-0.495455,0.25,-0.022727
-0.495455,0.254545,-0.019697
-0.493939,0.25,-0.019697
-0.495455,0.243939,-0.015152
-0.495455,0.239394,-0.012121
-0.49697,0.224242,-0.004545
-0.495455,0.215152,-0.001515
-0.495455,0.190909,0.007576
-0.493939,0.177273,0.012121
-0.490909,0.143939,0.021212
-0.480303,0.109091,0.033333
-0.475758,0.086364,0.039394
-0.457576,0.04697,0.051515
-0.44697,0.016667,0.057576
-0.418182,-0.028788,0.071212
-0.401515,-0.054545,0.077273
-0.362121,-0.10303,0.086364
-0.339394,-0.128788,0.089394
-0.287879,-0.172727,0.09697
-0.259091,-0.192424,0.1
-0.2,-0.227273,0.104545
-0.133333,-0.25303,0.107576
-0.098485,-0.268182,0.109091
-0.028788,-0.283333,0.107576
0.006061,-0.293939,0.107576
0.074242,-0.301515,0.10303
0.109091,-0.30303,0.098485
0.172727,-0.301515,0.087879
0.20303,-0.298485,0.081818
0.256061,-0.289394,0.069697
0.280303,-0.281818,0.065152
0.324242,-0.263636,0.057576
0.357576,-0.242424,0.05303
0.371212,-0.236364,0.05303
0.395455,-0.215152,0.051515
0.40303,-0.209091,0.054545
0.419697,-0.190909,0.056061
0.425758,-0.181818,0.059091
0.437879,-0.166667,0.060606
0.440909,-0.160606,0.060606
0.45,-0.15,0.063636
0.45303,-0.14697,0.066667
0.45303,-0.140909,0.069697
0.45303,-0.139394,0.071212
0.45,-0.140909,0.074242
0.445455,-0.145455,0.077273
0.439394,-0.151515,0.078788
0.428788,-0.163636,0.080303
0.422727,-0.172727,0.083333
0.406061,-0.190909,0.083333
0.393939,-0.2,0.084848
0.368182,-0.221212,0.086364
0.351515,-0.231818,0.089394
0.315152,-0.25,0.093939
0.293939,-0.260606,0.101515
0.245455,-0.274242,0.106061
0.193939,-0.281818,0.115152
0.165152,-0.284848,0.119697
0.107576,-0.284848,0.128788
0.077273,-0.281818,0.136364
0.019697,-0.272727,0.143939
-0.009091,-0.265152,0.148485
-0.063636,-0.24697,0.159091
-0.089394,-0.236364,0.163636
-0.134848,-0.212121,0.174242
-0.157576,-0.19697,0.178788
-0.193939,-0.169697,0.186364
-0.224242,-0.139394,0.19697
-0.236364,-0.125758,0.201515
-0.260606,-0.093939,0.210606
-0.271212,-0.080303,0.215152
-0.289394,-0.05,0.222727
-0.298485,-0.033333,0.225758
-0.310606,-0.00303,0.234848
-0.316667,0.012121,0.237879
-0.327273,0.045455,0.245455
-0.328788,0.060606,0.24697
-0.334848,0.090909,0.25303
-0.336364,0.122727,0.257576
-0.337879,0.134848,0.259091
-0.334848,0.163636,0.263636
-0.331818,0.169697,0.266667
-0.327273,0.186364,0.269697
-0.325758,0.193939,0.269697
-0.319697,0.209091,0.271212
-0.318182,0.213636,0.272727
-0.313636,0.224242,0.274242
-0.312121,0.228788,0.274242
-0.309091,0.231818,0.274242
-0.307576,0.231818,0.275758
-0.310606,0.230303,0.274242
-0.313636,0.222727,0.274242
-0.316667,0.215152,0.275758
-0.324242,0.193939,0.272727
-0.325758,0.181818,0.272727
-0.328788,0.151515,0.271212
-0.328788,0.133333,0.269697
-0.324242,0.095455,0.268182
-0.318182,0.075758,0.268182
-0.30303,0.034848,0.268182
-0.290909,0.013636,0.268182
-0.262121,-0.025758,0.268182
-0.224242,-0.065152,0.266667
-0.20303,-0.087879,0.266667
-0.15303,-0.119697,0.266667
-0.125758,-0.136364,0.265152
-0.065152,-0.160606,0.265152
-0.031818,-0.171212,0.263636
0.033333,-0.181818,0.259091
0.066667,-0.184848,0.257576
0.131818,-0.180303,0.254545
0.160606,-0.172727,0.25303
0.215152,-0.154545,0.25
0.239394,-0.139394,0.248485
0.278788,-0.113636,0.242424
0.29697,-0.1,0.240909
0.322727,-0.071212,0.236364
0.342424,-0.039394,0.233333
0.348485,-0.027273,0.233333
0.356061,0.001515,0.231818
0.359091,0.013636,0.231818
0.360606,0.042424,0.233333
0.360606,0.054545,0.234848
0.356061,0.077273,0.234848
0.354545,0.089394,0.234848
0.351515,0.107576,0.236364
0.34697,0.115152,0.236364
0.342424,0.130303,0.236364
0.339394,0.142424,0.239394
0.334848,0.14697,0.237879
0.331818,0.159091,0.237879
0.330303,0.157576,0.237879
0.328788,0.160606,0.237879
0.328788,0.162121,0.236364
0.330303,0.159091,0.237879
0.328788,0.157576,0.237879
0.333333,0.148485,0.237879
0.336364,0.139394,0.237879
0.342424,0.124242,0.236364
0.34697,0.115152,0.233333
0.354545,0.093939,0.231818
0.359091,0.071212,0.228788
0.362121,0.057576,0.228788
0.363636,0.030303,0.227273
0.363636,0.015152,0.227273
0.359091,-0.013636,0.225758
0.354545,-0.030303,0.225758
0.342424,-0.065152,0.225758
0.331818,-0.083333,0.224242
0.312121,-0.118182,0.222727
0.298485,-0.133333,0.221212
0.272727,-0.160606,0.219697
0.245455,-0.181818,0.218182
0.230303,-0.192424,0.216667
0.206061,-0.201515,0.216667
0.192424,-0.210606,0.216667
0.165152,-0.218182,0.219697
0.151515,-0.221212,0.219697
0.121212,-0.225758,0.224242
0.107576,-0.227273,0.224242
0.077273,-0.230303,0.225758
0.062121,-0.233333,0.224242
0.028788,-0.234848,0.222727
-0.004545,-0.230303,0.224242
-0.021212,-0.230303,0.225758
-0.057576,-0.219697,0.227273
-0.075758,-0.219697,0.228788
-0.110606,-0.206061,0.231818
-0.127273,-0.2,0.233333
-0.159091,-0.184848,0.237879
-0.174242,-0.175758,0.237879
-0.20303,-0.159091,0.239394
-0.216667,-0.151515,0.239394
-0.239394,-0.136364,0.239394
-0.256061,-0.124242,0.237879
-0.263636,-0.122727,0.236364
-0.277273,-0.109091,0.236364
-0.284848,-0.107576,0.234848
-0.295455,-0.098485,0.234848
-0.30303,-0.095455,0.231818
-0.309091,-0.090909,0.230303
-0.310606,-0.090909,0.230303
-0.312121,-0.095455,0.227273
-0.310606,-0.098485,0.225758
-0.307576,-0.106061,0.222727
-0.301515,-0.110606,0.221212
-0.293939,-0.122727,0.219697
-0.280303,-0.134848,0.216667
-0.271212,-0.14697,0.215152
-0.248485,-0.165152,0.212121
-0.234848,-0.175758,0.210606
-0.2,-0.198485,0.207576
-0.180303,-0.209091,0.206061
-0.134848,-0.230303,0.204545
-0.109091,-0.239394,0.201515
-0.05,-0.254545,0.2
-0.019697,-0.260606,0.198485
0.045455,-0.269697,0.193939
0.113636,-0.265152,0.187879
0.145455,-0.263636,0.184848
0.209091,-0.245455,0.177273
0.240909,-0.239394,0.174242
0.301515,-0.212121,0.165152
0.328788,-0.19697,0.160606
0.377273,-0.156061,0.151515
0.39697,-0.134848,0.14697
0.430303,-0.086364,0.136364
0.445455,-0.060606,0.131818
0.462121,-0.007576,0.121212
0.468182,0.021212,0.115152
0.471212,0.077273,0.107576
0.466667,0.140909,0.1
0.45303,0.160606,0.095455
0.433333,0.216667,0.087879
0.418182,0.239394,0.086364
0.386364,0.284848,0.080303
0.369697,0.307576,0.077273
0.333333,0.343939,0.075758
0.313636,0.360606,0.072727
0.277273,0.386364,0.071212
0.257576,0.4,0.069697
0.224242,0.418182,0.068182
0.207576,0.428788,0.066667
0.177273,0.442424,0.065152
0.15,0.456061,0.063636
0.136364,0.460606,0.060606
0.115152,0.475758,0.056061
0.104545,0.474242,0.05303
0.089394,0.480303,0.048485
0.084848,0.481818,0.045455
0.081818,0.484848,0.037879
0.084848,0.486364,0.037879
0.09697,0.484848,0.030303
0.106061,0.483333,0.022727
0.131818,0.480303,0.013636
0.168182,0.472727,0.00303
0.186364,0.462121,-0.001515
0.230303,0.445455,-0.013636
0.25303,0.433333,-0.018182
0.3,0.406061,-0.024242
0.325758,0.387879,-0.024242
0.372727,0.351515,-0.027273
0.392424,0.330303,-0.027273
0.436364,0.280303,-0.024242
0.454545,0.25303,-0.022727
0.484848,0.193939,-0.015152
0.5,0.162121,-0.010606
0.516667,0.095455,-0.004545
0.524242,0.025758,0.001515
0.521212,-0.012121,0.001515
0.507576,-0.081818,-0.001515
0.49697,-0.118182,-0.006061
0.466667,-0.181818,-0.016667
0.445455,-0.209091,-0.022727
0.40303,-0.257576,-0.034848
0.375758,-0.278788,-0.040909
0.325758,-0.313636,-0.05303
0.298485,-0.327273,-0.056061
0.243939,-0.34697,-0.059091
0.190909,-0.359091,-0.065152
0.166667,-0.366667,-0.066667
0.121212,-0.368182,-0.072727
0.09697,-0.372727,-0.074242
0.048485,-0.374242,-0.074242
0.025758,-0.372727,-0.075758
-0.018182,-0.366667,-0.078788
-0.039394,-0.363636,-0.080303
-0.077273,-0.354545,-0.078788
-0.092424,-0.35,-0.078788
-0.113636,-0.345455,-0.081818
-0.118182,-0.342424,-0.086364
-0.118182,-0.345455,-0.092424
-0.104545,-0.35,-0.101515
-0.095455,-0.35303,-0.106061
-0.063636,-0.363636,-0.116667
-0.045455,-0.366667,-0.124242
0.0,-0.374242,-0.133333
0.024242,-0.378788,-0.139394
0.084848,-0.380303,-0.15
0.118182,-0.380303,-0.15303
0.190909,-0.372727,-0.163636
0.227273,-0.363636,-0.166667
0.30303,-0.339394,-0.174242
0.377273,-0.298485,-0.181818
0.409091,-0.275758,-0.186364
0.471212,-0.215152,-0.192424
0.49697,-0.183333,-0.195455
0.533333,-0.109091,-0.20303
0.545455,-0.068182,-0.206061
0.554545,0.013636,-0.212121
0.55303,0.05303,-0.212121
0.536364,0.131818,-0.215152
0.522727,0.171212,-0.216667
0.486364,0.239394,-0.218182
0.440909,0.310606,-0.213636
0.418182,0.331818,-0.210606
0.365152,0.380303,-0.20303
0.337879,0.401515,-0.198485
0.286364,0.434848,-0.192424
0.260606,0.45,-0.190909
0.213636,0.472727,-0.186364
0.193939,0.481818,-0.184848
0.156061,0.49697,-0.181818
0.139394,0.501515,-0.180303
0.110606,0.510606,-0.183333
0.09697,0.513636,-0.183333
0.077273,0.519697,-0.183333
0.065152,0.525758,-0.183333
0.060606,0.522727,-0.184848
0.059091,0.525758,-0.184848
0.062121,0.522727,-0.184848
0.071212,0.519697,-0.183333
0.080303,0.516667,-0.184848
0.106061,0.510606,-0.184848
0.124242,0.504545,-0.184848
0.160606,0.492424,-0.183333
0.184848,0.484848,-0.186364
0.233333,0.460606,-0.187879
0.262121,0.44697,-0.187879
0.319697,0.412121,-0.190909
0.34697,0.374242,-0.189394
0.404545,0.340909,-0.189394
0.456061,0.283333,-0.187879
0.478788,0.25,-0.183333
0.516667,0.181818,-0.177273
0.530303,0.142424,-0.174242
0.55,0.065152,-0.168182
0.551515,0.025758,-0.163636
0.54697,-0.05,-0.160606
0.537879,-0.089394,-0.159091
0.507576,-0.163636,-0.159091
0.486364,-0.195455,-0.159091
0.433333,-0.254545,-0.163636
0.371212,-0.301515,-0.166667
0.336364,-0.322727,-0.169697
0.263636,-0.35,-0.169697
0.227273,-0.362121,-0.168182
0.154545,-0.375758,-0.169697
0.121212,-0.377273,-0.169697
0.057576,-0.378788,-0.169697
0.028788,-0.377273,-0.169697
-0.021212,-0.371212,-0.171212
-0.043939,-0.368182,-0.174242
-0.083333,-0.359091,-0.178788
-0.1,-0.356061,-0.178788
-0.131818,-0.34697,-0.180303
-0.160606,-0.334848,-0.181818
-0.174242,-0.331818,-0.178788
-0.195455,-0.318182,-0.175758
-0.20303,-0.318182,-0.175758
-0.213636,-0.313636,-0.174242
-0.215152,-0.313636,-0.172727
-0.210606,-0.316667,-0.175758
-0.20303,-0.318182,-0.175758
-0.181818,-0.327273,-0.181818
-0.166667,-0.334848,-0.184848
-0.127273,-0.348485,-0.187879
-0.075758,-0.362121,-0.192424
-0.04697,-0.369697,-0.193939
0.016667,-0.377273,-0.192424
0.05303,-0.381818,-0.192424
0.128788,-0.381818,-0.190909
0.168182,-0.377273,-0.190909
0.24697,-0.360606,-0.192424
0.286364,-0.34697,-0.193939
0.362121,-0.310606,-0.2
0.39697,-0.287879,-0.206061
0.459091,-0.231818,-0.216667
0.484848,-0.2,-0.231818
0.524242,-0.130303,-0.239394
0.545455,-0.05303,-0.25303
0.55,-0.015152,-0.257576
0.54697,0.066667,-0.269697
0.537879,0.101515,-0.275758
0.513636,0.177273,-0.281818
0.49697,0.210606,-0.281818
0.456061,0.275758,-0.281818
0.433333,0.30303,-0.283333
0.384848,0.35303,-0.281818
0.359091,0.375758,-0.280303
0.312121,0.410606,-0.280303
0.266667,0.439394,-0.280303
0.243939,0.45,-0.281818
0.207576,0.468182,-0.284848
0.190909,0.472727,-0.284848
0.163636,0.484848,-0.283333
0.15303,0.489394,-0.283333
0.136364,0.493939,-0.284848
0.133333,0.495455,-0.286364
0.131818,0.49697,-0.289394
0.134848,0.493939,-0.292424
0.15,0.486364,-0.29697
0.159091,0.481818,-0.3
0.184848,0.468182,-0.309091
0.221212,0.45,-0.318182
0.239394,0.436364,-0.322727
0.284848,0.410606,-0.331818
0.309091,0.390909,-0.334848
0.357576,0.351515,-0.340909
0.381818,0.327273,-0.342424
0.430303,0.272727,-0.343939
0.451515,0.242424,-0.345455
0.489394,0.177273,-0.342424
0.504545,0.140909,-0.340909
0.522727,0.069697,-0.337879
0.528788,-0.001515,-0.333333
0.524242,-0.036364,-0.334848
0.506061,-0.101515,-0.337879
0.492424,-0.133333,-0.340909
0.45303,-0.187879,-0.35
0.430303,-0.213636,-0.356061
0.378788,-0.256061,-0.363636
0.35,-0.274242,-0.366667
0.292424,-0.304545,-0.368182
0.262121,-0.315152,-0.369697
0.20303,-0.331818,-0.368182
0.172727,-0.337879,-0.368182
0.119697,-0.343939,-0.368182
0.071212,-0.342424,-0.371212
0.04697,-0.342424,-0.371212
0.006061,-0.333333,-0.372727
-0.013636,-0.334848,-0.374242
-0.04697,-0.327273,-0.374242
-0.062121,-0.324242,-0.374242
-0.095455,-0.316667,-0.372727
-0.107576,-0.312121,-0.371212
-0.131818,-0.304545,-0.368182
-0.140909,-0.301515,-0.368182
-0.15,-0.29697,-0.369697
-0.15,-0.295455,-0.369697
-0.14697,-0.298485,-0.371212
-0.130303,-0.301515,-0.371212
-0.118182,-0.309091,-0.371212
-0.083333,-0.321212,-0.371212
-0.063636,-0.327273,-0.371212
-0.016667,-0.336364,-0.369697
0.007576,-0.339394,-0.371212
0.063636,-0.343939,-0.374242
0.092424,-0.343939,-0.374242
0.154545,-0.337879,-0.377273
0.186364,-0.333333,-0.381818
0.25303,-0.312121,-0.386364
0.319697,-0.281818,-0.393939
0.35,-0.262121,-0.398485
0.40303,-0.210606,-0.404545
0.427273,-0.184848,-0.409091
0.460606,-0.122727,-0.419697
0.472727,-0.087879,-0.422727
0.484848,-0.021212,-0.430303
0.487879,0.012121,-0.431818
0.478788,0.077273,-0.436364
0.469697,0.109091,-0.439394
0.445455,0.168182,-0.442424
0.418182,0.222727,-0.443939
0.398485,0.243939,-0.442424
0.365152,0.290909,-0.440909
0.348485,0.304545,-0.440909
0.316667,0.334848,-0.437879
0.301515,0.348485,-0.436364
0.277273,0.365152,-0.434848
0.268182,0.374242,-0.434848
0.254545,0.383333,-0.433333
0.248485,0.386364,-0.434848
0.245455,0.387879,-0.434848
0.243939,0.389394,-0.436364
0.25,0.383333,-0.439394
0.260606,0.374242,-0.442424
0.266667,0.366667,-0.445455
0.286364,0.348485,-0.451515
0.29697,0.337879,-0.454545
0.321212,0.310606,-0.460606
0.334848,0.293939,-0.465152
0.363636,0.257576,-0.471212
0.377273,0.234848,-0.475758
0.40303,0.189394,-0.480303
0.415152,0.163636,-0.481818
0.436364,0.109091,-0.483333
0.44697,0.054545,-0.483333
0.45,0.019697,-0.481818
0.44697,-0.036364,-0.480303
0.442424,-0.066667,-0.478788
0.422727,-0.119697,-0.475758
0.407576,-0.145455,-0.474242
0.371212,-0.189394,-0.475758
0.348485,-0.207576,-0.480303
0.298485,-0.239394,-0.484848
0.271212,-0.251515,-0.486364
0.215152,-0.271212,-0.490909
0.186364,-0.278788,-0.490909
0.130303,-0.289394,-0.489394
0.075758,-0.289394,-0.487879
0.048485,-0.290909,-0.487879
0.0,-0.283333,-0.489394
-0.021212,-0.278788,-0.492424
-0.063636,-0.265152,-0.493939
-0.078788,-0.257576,-0.49697
-0.110606,-0.243939,-0.501515
-0.124242,-0.237879,-0.501515
-0.15,-0.225758,-0.504545
-0.159091,-0.219697,-0.506061
-0.177273,-0.207576,-0.506061
-0.190909,-0.19697,-0.510606
-0.19697,-0.193939,-0.512121
-0.201515,-0.184848,-0.515152
-0.201515,-0.186364,-0.515152
-0.19697,-0.187879,-0.519697
-0.187879,-0.189394,-0.522727
-0.172727,-0.19697,-0.525758
-0.160606,-0.20303,-0.527273
-0.137879,-0.215152,-0.528788
-0.124242,-0.221212,-0.530303
-0.090909,-0.236364,-0.528788
-0.072727,-0.240909,-0.530303
-0.033333,-0.25303,-0.533333
0.013636,-0.259091,-0.534849
0.036364,-0.263636,-0.536364
0.087879,-0.262121,-0.539394
0.112121,-0.262121,-0.540909
0.159091,-0.25303,-0.542424
0.181818,-0.248485,-0.542424
0.225758,-0.231818,-0.543939
0.243939,-0.219697,-0.543939
0.280303,-0.193939,-0.548485
0.295455,-0.180303,-0.55
0.322727,-0.148485,-0.551515
0.345455,-0.110606,-0.556061
0.351515,-0.095455,-0.557576
0.363636,-0.054545,-0.560606
0.366667,-0.039394,-0.560606
0.371212,-0.00303,-0.563636
0.371212,0.015152,-0.563636
0.369697,0.05,-0.563636
0.368182,0.066667,-0.565152
0.360606,0.1,-0.565152
0.356061,0.113636,-0.565152
